table_name,column_name,data_type,is_nullable,ordinal_position
AnafEFactura,id,STRING,NO,1
AnafEFactura,factura_id,STRING,NO,2
AnafEFactura,anaf_upload_id,STRING,YES,3
AnafEFactura,xml_content,STRING,YES,4
AnafEFactura,anaf_status,STRING,NO,5
AnafEFactura,anaf_response,STRING,YES,6
AnafEFactura,error_message,STRING,YES,7
AnafEFactura,error_code,STRING,YES,8
AnafEFactura,data_upload,TIMESTAMP,YES,9
AnafEFactura,data_validare,TIMESTAMP,YES,10
AnafEFactura,retry_count,INT64,YES,11
AnafEFactura,max_retries,INT64,YES,12
AnafEFactura,data_creare,TIMESTAMP,YES,13
AnafEFactura,data_actualizare,TIMESTAMP,YES,14
AnafEFactura_v2,id,STRING,NO,1
AnafEFactura_v2,factura_id,STRING,NO,2
AnafEFactura_v2,anaf_upload_id,STRING,YES,3
AnafEFactura_v2,xml_content,STRING,YES,4
AnafEFactura_v2,anaf_status,STRING,NO,5
AnafEFactura_v2,anaf_response,STRING,YES,6
AnafEFactura_v2,error_message,STRING,YES,7
AnafEFactura_v2,error_code,STRING,YES,8
AnafEFactura_v2,data_upload,TIMESTAMP,YES,9
AnafEFactura_v2,data_validare,TIMESTAMP,YES,10
AnafEFactura_v2,retry_count,INT64,YES,11
AnafEFactura_v2,max_retries,INT64,YES,12
AnafEFactura_v2,data_creare,TIMESTAMP,YES,13
AnafEFactura_v2,data_actualizare,TIMESTAMP,YES,14
AnafErrorLog,id,STRING,YES,1
AnafErrorLog,category,STRING,YES,2
AnafErrorLog,severity,STRING,YES,3
AnafErrorLog,message,STRING,YES,4
AnafErrorLog,details,STRING,YES,5
AnafErrorLog,factura_id,STRING,YES,6
AnafErrorLog,user_id,STRING,YES,7
AnafErrorLog,timestamp,TIMESTAMP,YES,8
AnafErrorLog,should_retry,BOOL,YES,9
AnafErrorLog,max_retries,INT64,YES,10
AnafErrorLog,requires_manual_intervention,BOOL,YES,11
AnafErrorLog,stack_trace,STRING,YES,12
AnafErrorLog,anaf_response,STRING,YES,13
AnafErrorLog,data_creare,TIMESTAMP,YES,14
AnafErrorLog_v2,id,STRING,YES,1
AnafErrorLog_v2,category,STRING,YES,2
AnafErrorLog_v2,severity,STRING,YES,3
AnafErrorLog_v2,message,STRING,YES,4
AnafErrorLog_v2,details,STRING,YES,5
AnafErrorLog_v2,factura_id,STRING,YES,6
AnafErrorLog_v2,user_id,STRING,YES,7
AnafErrorLog_v2,timestamp,TIMESTAMP,YES,8
AnafErrorLog_v2,should_retry,BOOL,YES,9
AnafErrorLog_v2,max_retries,INT64,YES,10
AnafErrorLog_v2,requires_manual_intervention,BOOL,YES,11
AnafErrorLog_v2,stack_trace,STRING,YES,12
AnafErrorLog_v2,anaf_response,STRING,YES,13
AnafErrorLog_v2,data_creare,TIMESTAMP,YES,14
AnafNotificationLog,id,STRING,YES,1
AnafNotificationLog,type,STRING,YES,2
AnafNotificationLog,severity,STRING,YES,3
AnafNotificationLog,title,STRING,YES,4
AnafNotificationLog,message,STRING,YES,5
AnafNotificationLog,recipients,STRING,YES,6
AnafNotificationLog,success,BOOL,YES,7
AnafNotificationLog,data,STRING,YES,8
AnafNotificationLog,timestamp,TIMESTAMP,YES,9
AnafNotificationLog,data_creare,TIMESTAMP,YES,10
AnafNotificationLog_v2,id,STRING,YES,1
AnafNotificationLog_v2,type,STRING,YES,2
AnafNotificationLog_v2,severity,STRING,YES,3
AnafNotificationLog_v2,title,STRING,YES,4
AnafNotificationLog_v2,message,STRING,YES,5
AnafNotificationLog_v2,recipients,STRING,YES,6
AnafNotificationLog_v2,success,BOOL,YES,7
AnafNotificationLog_v2,data,STRING,YES,8
AnafNotificationLog_v2,timestamp,TIMESTAMP,YES,9
AnafNotificationLog_v2,data_creare,TIMESTAMP,YES,10
AnafTokens,id,STRING,NO,1
AnafTokens,client_id,STRING,NO,2
AnafTokens,access_token,STRING,NO,3
AnafTokens,refresh_token,STRING,NO,4
AnafTokens,expires_at,TIMESTAMP,NO,5
AnafTokens,certificate_serial,STRING,YES,6
AnafTokens,scope,STRING,YES,7
AnafTokens,is_active,BOOL,YES,8
AnafTokens,data_creare,TIMESTAMP,YES,9
AnafTokens,data_actualizare,TIMESTAMP,YES,10
AnafTokens_v2,id,STRING,NO,1
AnafTokens_v2,client_id,STRING,NO,2
AnafTokens_v2,access_token,STRING,NO,3
AnafTokens_v2,refresh_token,STRING,NO,4
AnafTokens_v2,expires_at,TIMESTAMP,NO,5
AnafTokens_v2,certificate_serial,STRING,YES,6
AnafTokens_v2,scope,STRING,YES,7
AnafTokens_v2,is_active,BOOL,YES,8
AnafTokens_v2,data_creare,TIMESTAMP,YES,9
AnafTokens_v2,data_actualizare,TIMESTAMP,YES,10
AnexeContract,ID_Anexa,STRING,NO,1
AnexeContract,contract_id,STRING,NO,2
AnexeContract,proiect_id,STRING,NO,3
AnexeContract,anexa_numar,INT64,NO,4
AnexeContract,etapa_index,INT64,NO,5
AnexeContract,denumire,STRING,NO,6
AnexeContract,valoare,NUMERIC,NO,7
AnexeContract,moneda,STRING,NO,8
AnexeContract,valoare_ron,NUMERIC,NO,9
AnexeContract,termen_zile,INT64,NO,10
AnexeContract,subproiect_id,STRING,YES,11
AnexeContract,status_facturare,STRING,NO,12
AnexeContract,status_incasare,STRING,NO,13
AnexeContract,factura_id,STRING,YES,14
AnexeContract,data_facturare,DATE,YES,15
AnexeContract,data_incasare,DATE,YES,16
AnexeContract,data_scadenta,DATE,YES,17
AnexeContract,curs_valutar,NUMERIC,YES,18
AnexeContract,data_curs_valutar,DATE,YES,19
AnexeContract,procent_din_total,NUMERIC,YES,20
AnexeContract,data_start,DATE,YES,21
AnexeContract,data_final,DATE,YES,22
AnexeContract,observatii,STRING,YES,23
AnexeContract,activ,BOOL,NO,24
AnexeContract,data_creare,TIMESTAMP,NO,25
AnexeContract,data_actualizare,TIMESTAMP,YES,26
AnexeContract,status,STRING,YES,27
AnexeContract_v2,ID_Anexa,STRING,NO,1
AnexeContract_v2,contract_id,STRING,NO,2
AnexeContract_v2,proiect_id,STRING,NO,3
AnexeContract_v2,anexa_numar,INT64,NO,4
AnexeContract_v2,etapa_index,INT64,NO,5
AnexeContract_v2,denumire,STRING,NO,6
AnexeContract_v2,valoare,NUMERIC,NO,7
AnexeContract_v2,moneda,STRING,NO,8
AnexeContract_v2,valoare_ron,NUMERIC,NO,9
AnexeContract_v2,termen_zile,INT64,NO,10
AnexeContract_v2,subproiect_id,STRING,YES,11
AnexeContract_v2,status_facturare,STRING,NO,12
AnexeContract_v2,status_incasare,STRING,NO,13
AnexeContract_v2,factura_id,STRING,YES,14
AnexeContract_v2,data_facturare,DATE,YES,15
AnexeContract_v2,data_incasare,DATE,YES,16
AnexeContract_v2,data_scadenta,DATE,YES,17
AnexeContract_v2,curs_valutar,NUMERIC,YES,18
AnexeContract_v2,data_curs_valutar,DATE,YES,19
AnexeContract_v2,procent_din_total,NUMERIC,YES,20
AnexeContract_v2,data_start,DATE,YES,21
AnexeContract_v2,data_final,DATE,YES,22
AnexeContract_v2,observatii,STRING,YES,23
AnexeContract_v2,activ,BOOL,NO,24
AnexeContract_v2,data_creare,TIMESTAMP,NO,25
AnexeContract_v2,data_actualizare,TIMESTAMP,YES,26
AnexeContract_v2,status,STRING,YES,27
Clienti,id,STRING,NO,1
Clienti,nume,STRING,NO,2
Clienti,tip_client,STRING,NO,3
Clienti,cui,STRING,YES,4
Clienti,nr_reg_com,STRING,YES,5
Clienti,adresa,STRING,YES,6
Clienti,judet,STRING,YES,7
Clienti,oras,STRING,YES,8
Clienti,cod_postal,STRING,YES,9
Clienti,tara,STRING,YES,10
Clienti,telefon,STRING,YES,11
Clienti,email,STRING,YES,12
Clienti,banca,STRING,YES,13
Clienti,iban,STRING,YES,14
Clienti,cnp,STRING,YES,15
Clienti,ci_serie,STRING,YES,16
Clienti,ci_numar,STRING,YES,17
Clienti,ci_eliberata_de,STRING,YES,18
Clienti,ci_eliberata_la,DATE,YES,19
Clienti,data_creare,TIMESTAMP,YES,20
Clienti,data_actualizare,TIMESTAMP,YES,21
Clienti,activ,BOOL,YES,22
Clienti,observatii,STRING,YES,23
Clienti,id_factureaza,STRING,YES,24
Clienti,data_ultima_sincronizare,TIMESTAMP,YES,26
Clienti_v2,id,STRING,NO,1
Clienti_v2,nume,STRING,NO,2
Clienti_v2,tip_client,STRING,NO,3
Clienti_v2,cui,STRING,YES,4
Clienti_v2,nr_reg_com,STRING,YES,5
Clienti_v2,adresa,STRING,YES,6
Clienti_v2,judet,STRING,YES,7
Clienti_v2,oras,STRING,YES,8
Clienti_v2,cod_postal,STRING,YES,9
Clienti_v2,tara,STRING,YES,10
Clienti_v2,telefon,STRING,YES,11
Clienti_v2,email,STRING,YES,12
Clienti_v2,banca,STRING,YES,13
Clienti_v2,iban,STRING,YES,14
Clienti_v2,cnp,STRING,YES,15
Clienti_v2,ci_serie,STRING,YES,16
Clienti_v2,ci_numar,STRING,YES,17
Clienti_v2,ci_eliberata_de,STRING,YES,18
Clienti_v2,ci_eliberata_la,DATE,YES,19
Clienti_v2,data_creare,TIMESTAMP,YES,20
Clienti_v2,data_actualizare,TIMESTAMP,YES,21
Clienti_v2,activ,BOOL,YES,22
Clienti_v2,observatii,STRING,YES,23
Clienti_v2,id_factureaza,STRING,YES,24
Clienti_v2,data_ultima_sincronizare,TIMESTAMP,YES,25
Contracte,ID_Contract,STRING,NO,1
Contracte,numar_contract,STRING,NO,2
Contracte,serie_contract,STRING,NO,3
Contracte,tip_document,STRING,NO,4
Contracte,proiect_id,STRING,NO,5
Contracte,client_id,STRING,YES,6
Contracte,client_nume,STRING,NO,7
Contracte,Denumire_Contract,STRING,NO,8
Contracte,Data_Semnare,DATE,YES,9
Contracte,Data_Expirare,DATE,YES,10
Contracte,Status,STRING,NO,11
Contracte,Valoare,"NUMERIC(15, 2)",YES,12
Contracte,Moneda,STRING,NO,13
Contracte,curs_valutar,"NUMERIC(10, 4)",YES,14
Contracte,data_curs_valutar,DATE,YES,15
Contracte,valoare_ron,"NUMERIC(15, 2)",YES,16
Contracte,etape,JSON,YES,17
Contracte,articole_suplimentare,JSON,YES,18
Contracte,sablon_id,STRING,YES,19
Contracte,sablon_nume,STRING,YES,20
Contracte,data_creare,TIMESTAMP,NO,21
Contracte,data_actualizare,TIMESTAMP,NO,22
Contracte,creat_de,STRING,YES,23
Contracte,actualizat_de,STRING,YES,24
Contracte,continut_json,JSON,YES,25
Contracte,path_fisier,STRING,YES,26
Contracte,hash_continut,STRING,YES,27
Contracte,Observatii,STRING,YES,28
Contracte,note_interne,STRING,YES,29
Contracte,versiune,INT64,YES,30
Contracte,contract_parinte,STRING,YES,31
Contracte_v2,ID_Contract,STRING,NO,1
Contracte_v2,numar_contract,STRING,NO,2
Contracte_v2,serie_contract,STRING,NO,3
Contracte_v2,tip_document,STRING,NO,4
Contracte_v2,proiect_id,STRING,NO,5
Contracte_v2,client_id,STRING,YES,6
Contracte_v2,client_nume,STRING,NO,7
Contracte_v2,Denumire_Contract,STRING,NO,8
Contracte_v2,Data_Semnare,DATE,YES,9
Contracte_v2,Data_Expirare,DATE,YES,10
Contracte_v2,Status,STRING,NO,11
Contracte_v2,Valoare,"NUMERIC(15, 2)",YES,12
Contracte_v2,Moneda,STRING,NO,13
Contracte_v2,curs_valutar,"NUMERIC(10, 4)",YES,14
Contracte_v2,data_curs_valutar,DATE,YES,15
Contracte_v2,valoare_ron,"NUMERIC(15, 2)",YES,16
Contracte_v2,etape,JSON,YES,17
Contracte_v2,articole_suplimentare,JSON,YES,18
Contracte_v2,sablon_id,STRING,YES,19
Contracte_v2,sablon_nume,STRING,YES,20
Contracte_v2,data_creare,TIMESTAMP,NO,21
Contracte_v2,data_actualizare,TIMESTAMP,NO,22
Contracte_v2,creat_de,STRING,YES,23
Contracte_v2,actualizat_de,STRING,YES,24
Contracte_v2,continut_json,JSON,YES,25
Contracte_v2,path_fisier,STRING,YES,26
Contracte_v2,hash_continut,STRING,YES,27
Contracte_v2,Observatii,STRING,YES,28
Contracte_v2,note_interne,STRING,YES,29
Contracte_v2,versiune,INT64,YES,30
Contracte_v2,contract_parinte,STRING,YES,31
CursuriValutare,data,DATE,YES,1
CursuriValutare,moneda,STRING,YES,2
CursuriValutare,curs,FLOAT64,YES,3
CursuriValutare,sursa,STRING,YES,4
CursuriValutare,precizie_originala,FLOAT64,YES,5
CursuriValutare,data_creare,TIMESTAMP,YES,6
CursuriValutare,data_actualizare,TIMESTAMP,YES,7
CursuriValutare,observatii,STRING,YES,8
CursuriValutare,validat,BOOL,YES,9
CursuriValutare,multiplicator,INT64,YES,10
CursuriValutare_v2,data,DATE,YES,1
CursuriValutare_v2,moneda,STRING,YES,2
CursuriValutare_v2,curs,FLOAT64,YES,3
CursuriValutare_v2,sursa,STRING,YES,4
CursuriValutare_v2,precizie_originala,FLOAT64,YES,5
CursuriValutare_v2,data_creare,TIMESTAMP,YES,6
CursuriValutare_v2,data_actualizare,TIMESTAMP,YES,7
CursuriValutare_v2,observatii,STRING,YES,8
CursuriValutare_v2,validat,BOOL,YES,9
CursuriValutare_v2,multiplicator,INT64,YES,10
EtapeContract,ID_Etapa,STRING,NO,1
EtapeContract,contract_id,STRING,NO,2
EtapeContract,etapa_index,INT64,NO,3
EtapeContract,denumire,STRING,NO,4
EtapeContract,valoare,"NUMERIC(15, 2)",NO,5
EtapeContract,moneda,STRING,NO,6
EtapeContract,valoare_ron,"NUMERIC(15, 2)",NO,7
EtapeContract,termen_zile,INT64,YES,8
EtapeContract,subproiect_id,STRING,YES,9
EtapeContract,factura_id,STRING,YES,10
EtapeContract,status_facturare,STRING,YES,11
EtapeContract,status_incasare,STRING,YES,12
EtapeContract,data_scadenta,DATE,YES,13
EtapeContract,data_facturare,DATE,YES,14
EtapeContract,data_incasare,DATE,YES,15
EtapeContract,data_creare,TIMESTAMP,YES,16
EtapeContract,data_actualizare,TIMESTAMP,YES,17
EtapeContract,activ,BOOL,YES,18
EtapeContract,curs_valutar,"NUMERIC(10, 4)",YES,19
EtapeContract,data_curs_valutar,DATE,YES,20
EtapeContract,procent_din_total,"NUMERIC(5, 2)",YES,21
EtapeContract,observatii,STRING,YES,22
EtapeContract,proiect_id,STRING,YES,23
EtapeContract_v2,ID_Etapa,STRING,NO,1
EtapeContract_v2,contract_id,STRING,NO,2
EtapeContract_v2,etapa_index,INT64,NO,3
EtapeContract_v2,denumire,STRING,NO,4
EtapeContract_v2,valoare,"NUMERIC(15, 2)",NO,5
EtapeContract_v2,moneda,STRING,NO,6
EtapeContract_v2,valoare_ron,"NUMERIC(15, 2)",NO,7
EtapeContract_v2,termen_zile,INT64,YES,8
EtapeContract_v2,subproiect_id,STRING,YES,9
EtapeContract_v2,factura_id,STRING,YES,10
EtapeContract_v2,status_facturare,STRING,YES,11
EtapeContract_v2,status_incasare,STRING,YES,12
EtapeContract_v2,data_scadenta,DATE,YES,13
EtapeContract_v2,data_facturare,DATE,YES,14
EtapeContract_v2,data_incasare,DATE,YES,15
EtapeContract_v2,data_creare,TIMESTAMP,YES,16
EtapeContract_v2,data_actualizare,TIMESTAMP,YES,17
EtapeContract_v2,activ,BOOL,YES,18
EtapeContract_v2,curs_valutar,"NUMERIC(10, 4)",YES,19
EtapeContract_v2,data_curs_valutar,DATE,YES,20
EtapeContract_v2,procent_din_total,"NUMERIC(5, 2)",YES,21
EtapeContract_v2,observatii,STRING,YES,22
EtapeContract_v2,proiect_id,STRING,YES,23
EtapeFacturi,id,STRING,NO,1
EtapeFacturi,proiect_id,STRING,NO,2
EtapeFacturi,etapa_id,STRING,YES,3
EtapeFacturi,anexa_id,STRING,YES,4
EtapeFacturi,tip_etapa,STRING,NO,5
EtapeFacturi,subproiect_id,STRING,YES,6
EtapeFacturi,factura_id,STRING,NO,7
EtapeFacturi,valoare,"NUMERIC(15, 2)",NO,8
EtapeFacturi,moneda,STRING,NO,9
EtapeFacturi,valoare_ron,"NUMERIC(15, 2)",NO,10
EtapeFacturi,curs_valutar,"NUMERIC(10, 4)",YES,11
EtapeFacturi,data_curs_valutar,DATE,YES,12
EtapeFacturi,procent_din_etapa,"NUMERIC(5, 2)",YES,13
EtapeFacturi,data_facturare,DATE,NO,14
EtapeFacturi,status_incasare,STRING,NO,15
EtapeFacturi,data_incasare,DATE,YES,16
EtapeFacturi,valoare_incasata,"NUMERIC(15, 2)",YES,17
EtapeFacturi,observatii,STRING,YES,18
EtapeFacturi,activ,BOOL,NO,19
EtapeFacturi,data_creare,TIMESTAMP,NO,20
EtapeFacturi,data_actualizare,TIMESTAMP,YES,21
EtapeFacturi,creat_de,STRING,YES,22
EtapeFacturi,actualizat_de,STRING,YES,23
EtapeFacturi,versiune,INT64,NO,24
EtapeFacturi_v2,id,STRING,NO,1
EtapeFacturi_v2,proiect_id,STRING,NO,2
EtapeFacturi_v2,etapa_id,STRING,YES,3
EtapeFacturi_v2,anexa_id,STRING,YES,4
EtapeFacturi_v2,tip_etapa,STRING,NO,5
EtapeFacturi_v2,subproiect_id,STRING,YES,6
EtapeFacturi_v2,factura_id,STRING,NO,7
EtapeFacturi_v2,valoare,"NUMERIC(15, 2)",NO,8
EtapeFacturi_v2,moneda,STRING,NO,9
EtapeFacturi_v2,valoare_ron,"NUMERIC(15, 2)",NO,10
EtapeFacturi_v2,curs_valutar,"NUMERIC(10, 4)",YES,11
EtapeFacturi_v2,data_curs_valutar,DATE,YES,12
EtapeFacturi_v2,procent_din_etapa,"NUMERIC(5, 2)",YES,13
EtapeFacturi_v2,data_facturare,DATE,NO,14
EtapeFacturi_v2,status_incasare,STRING,NO,15
EtapeFacturi_v2,data_incasare,DATE,YES,16
EtapeFacturi_v2,valoare_incasata,"NUMERIC(15, 2)",YES,17
EtapeFacturi_v2,observatii,STRING,YES,18
EtapeFacturi_v2,activ,BOOL,NO,19
EtapeFacturi_v2,data_creare,TIMESTAMP,NO,20
EtapeFacturi_v2,data_actualizare,TIMESTAMP,YES,21
EtapeFacturi_v2,creat_de,STRING,YES,22
EtapeFacturi_v2,actualizat_de,STRING,YES,23
EtapeFacturi_v2,versiune,INT64,NO,24
FacturiGenerate,id,STRING,NO,1
FacturiGenerate,proiect_id,STRING,YES,2
FacturiGenerate,serie,STRING,YES,3
FacturiGenerate,numar,STRING,YES,4
FacturiGenerate,data_factura,DATE,YES,5
FacturiGenerate,data_scadenta,DATE,YES,6
FacturiGenerate,id_factura_externa,STRING,YES,7
FacturiGenerate,url_publica,STRING,YES,8
FacturiGenerate,url_download,STRING,YES,9
FacturiGenerate,client_id,STRING,YES,10
FacturiGenerate,client_nume,STRING,YES,11
FacturiGenerate,client_cui,STRING,YES,12
FacturiGenerate,subtotal,"NUMERIC(10, 2)",YES,13
FacturiGenerate,total_tva,"NUMERIC(10, 2)",YES,14
FacturiGenerate,total,"NUMERIC(10, 2)",YES,15
FacturiGenerate,valoare_platita,"NUMERIC(10, 2)",YES,16
FacturiGenerate,status,STRING,YES,17
FacturiGenerate,data_trimitere,TIMESTAMP,YES,18
FacturiGenerate,data_plata,TIMESTAMP,YES,19
FacturiGenerate,date_complete_json,STRING,YES,20
FacturiGenerate,data_creare,TIMESTAMP,YES,21
FacturiGenerate,data_actualizare,TIMESTAMP,YES,22
FacturiGenerate,efactura_enabled,BOOL,YES,23
FacturiGenerate,efactura_status,STRING,YES,24
FacturiGenerate,anaf_upload_id,STRING,YES,25
FacturiGenerate_v2,id,STRING,NO,1
FacturiGenerate_v2,proiect_id,STRING,YES,2
FacturiGenerate_v2,serie,STRING,YES,3
FacturiGenerate_v2,numar,STRING,YES,4
FacturiGenerate_v2,data_factura,DATE,YES,5
FacturiGenerate_v2,data_scadenta,DATE,YES,6
FacturiGenerate_v2,id_factura_externa,STRING,YES,7
FacturiGenerate_v2,url_publica,STRING,YES,8
FacturiGenerate_v2,url_download,STRING,YES,9
FacturiGenerate_v2,client_id,STRING,YES,10
FacturiGenerate_v2,client_nume,STRING,YES,11
FacturiGenerate_v2,client_cui,STRING,YES,12
FacturiGenerate_v2,subtotal,"NUMERIC(10, 2)",YES,13
FacturiGenerate_v2,total_tva,"NUMERIC(10, 2)",YES,14
FacturiGenerate_v2,total,"NUMERIC(10, 2)",YES,15
FacturiGenerate_v2,valoare_platita,"NUMERIC(10, 2)",YES,16
FacturiGenerate_v2,status,STRING,YES,17
FacturiGenerate_v2,data_trimitere,TIMESTAMP,YES,18
FacturiGenerate_v2,data_plata,TIMESTAMP,YES,19
FacturiGenerate_v2,date_complete_json,STRING,YES,20
FacturiGenerate_v2,data_creare,TIMESTAMP,YES,21
FacturiGenerate_v2,data_actualizare,TIMESTAMP,YES,22
FacturiGenerate_v2,efactura_enabled,BOOL,YES,23
FacturiGenerate_v2,efactura_status,STRING,YES,24
FacturiGenerate_v2,anaf_upload_id,STRING,YES,25
FacturiPrimite,ID_Factura,STRING,YES,1
FacturiPrimite,Furnizor,STRING,YES,2
FacturiPrimite,CUI_Furnizor,STRING,YES,3
FacturiPrimite,Data_Emitere,DATE,YES,4
FacturiPrimite,Data_Scadenta,DATE,YES,5
FacturiPrimite,Valoare_Fara_TVA,NUMERIC,YES,6
FacturiPrimite,TVA,NUMERIC,YES,7
FacturiPrimite,Total,NUMERIC,YES,8
FacturiPrimite,Status_Plata,STRING,YES,9
FacturiPrimite,Proiect,STRING,YES,10
FacturiPrimite_v2,ID_Factura,STRING,YES,1
FacturiPrimite_v2,Furnizor,STRING,YES,2
FacturiPrimite_v2,CUI_Furnizor,STRING,YES,3
FacturiPrimite_v2,Data_Emitere,DATE,YES,4
FacturiPrimite_v2,Data_Scadenta,DATE,YES,5
FacturiPrimite_v2,Valoare_Fara_TVA,NUMERIC,YES,6
FacturiPrimite_v2,TVA,NUMERIC,YES,7
FacturiPrimite_v2,Total,NUMERIC,YES,8
FacturiPrimite_v2,Status_Plata,STRING,YES,9
FacturiPrimite_v2,Proiect,STRING,YES,10
MatchingSummary,target_type,STRING,YES,1
MatchingSummary,total_matches,INT64,YES,2
MatchingSummary,avg_confidence,NUMERIC,YES,3
MatchingSummary,total_suma,NUMERIC,YES,4
MatchingSummary,perfect_matches,INT64,YES,5
MatchingSummary,problematic_matches,INT64,YES,6
PlanificatorPersonal,id,STRING,NO,1
